scenario,hfacs_level_predicted,hfacs_confidence_predicted,hfacs_reasoning_predicted,hfacs_ground_truth_level,hfacs_ground_truth_tags,tp,fp,fn,precision,recall,f1_score
skill_based_error,Level 3: Unsafe Supervision,54%,"L1_ATTENTION_FAILURES, L2_DISTRACTION, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L1_TECHNIQUE_ERRORS', 'L2_DISTRACTION', 'L3_FAILURE_TO_PROVIDE_OVERSIGHT']",2,1,0,0.6666666666666666,1.0,0.8
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
fatigue_perception_error,Level 3: Unsafe Supervision,38%,"L1_ATTENTION_FAILURES, L1_MISPERCEPTIONS, L2_EQUIPMENT_AND_CONTROLS, L2_MENTAL_FATIGUE, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_TECHNIQUE_ERRORS', 'L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD']",2,3,0,0.4,1.0,0.5714285714285715
supervisory_decision_error,Level 3: Unsafe Supervision,53%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,1,0,0.6666666666666666,1.0,0.8
skill_based_error,Level 3: Unsafe Supervision,57%,"L1_ATTENTION_FAILURES, L1_TECHNIQUE_ERRORS, L2_DISTRACTION, L3_FAILURE_TO_PROVIDE_OVERSIGHT, L3_FAILURE_TO_CORRECT_INAPPROPRIATE_BEHAVIOR",,"['L1_TECHNIQUE_ERRORS', 'L2_DISTRACTION', 'L3_FAILURE_TO_PROVIDE_OVERSIGHT']",3,2,0,0.6,1.0,0.7499999999999999
fatigue_perception_error,Level 3: Unsafe Supervision,48%,"L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_MENTAL_FATIGUE, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_TECHNIQUE_ERRORS', 'L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD']",2,2,0,0.5,1.0,0.6666666666666666
engine_maintenance_policy,Level 4: Organizational Influences,40%,"L1_ATTENTION_FAILURES, L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L2_VIBRATION, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_MONETARY_RESOURCES, L4_POLICIES",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_MONETARY_RESOURCES', 'L4_POLICIES']",4,3,0,0.5714285714285714,1.0,0.7272727272727273
supervisory_decision_error,Level 3: Unsafe Supervision,37%,"L1_FAILED_TO_COMPLY_MANUALS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,2,0,0.5,1.0,0.6666666666666666
pressurization_misjudgment,Level 3: Unsafe Supervision,44%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_MISJUDGMENTS', 'L1_RULE_BASED_DECISIONS']",1,2,0,0.3333333333333333,1.0,0.5
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
pressurization_misjudgment,Level 3: Unsafe Supervision,44%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_MISJUDGMENTS', 'L1_RULE_BASED_DECISIONS']",1,2,0,0.3333333333333333,1.0,0.5
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
flap_jam,Level 3: Unsafe Supervision,81%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,1,0,0.6666666666666666,1.0,0.8
hydraulic_failure,Level 3: Unsafe Supervision,38%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L1_MISJUDGMENTS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_PROCEDURES_PROCESS', 'L2_EQUIPMENT_AND_CONTROLS']",3,1,0,0.75,1.0,0.8571428571428571
skill_based_error,Level 3: Unsafe Supervision,57%,"L1_ATTENTION_FAILURES, L1_TECHNIQUE_ERRORS, L2_DISTRACTION, L3_FAILURE_TO_PROVIDE_OVERSIGHT, L3_FAILURE_TO_CORRECT_INAPPROPRIATE_BEHAVIOR",,"['L1_TECHNIQUE_ERRORS', 'L2_DISTRACTION', 'L3_FAILURE_TO_PROVIDE_OVERSIGHT']",3,2,0,0.6,1.0,0.7499999999999999
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
organizational_training_flaw,Level 2: Preconditions for Unsafe Acts,53%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L2_MENTAL_FATIGUE, L2_WEATHER, L2_INTERFACES_AND_DISPLAYS, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,5,0,0.375,1.0,0.5454545454545454
flap_jam,Level 3: Unsafe Supervision,81%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,1,0,0.6666666666666666,1.0,0.8
skill_based_error,Level 3: Unsafe Supervision,68%,"L1_ATTENTION_FAILURES, L2_DISTRACTION, L3_FAILURE_TO_PROVIDE_OVERSIGHT, L3_FAILURE_TO_CORRECT_INAPPROPRIATE_BEHAVIOR",,"['L1_TECHNIQUE_ERRORS', 'L2_DISTRACTION', 'L3_FAILURE_TO_PROVIDE_OVERSIGHT']",2,2,0,0.5,1.0,0.6666666666666666
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
flap_jam,Level 3: Unsafe Supervision,81%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,1,0,0.6666666666666666,1.0,0.8
flap_jam,Level 3: Unsafe Supervision,65%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,2,0,0.5,1.0,0.6666666666666666
supervisory_decision_error,Level 3: Unsafe Supervision,53%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,1,0,0.6666666666666666,1.0,0.8
pressurization_misjudgment,Level 3: Unsafe Supervision,44%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_MISJUDGMENTS', 'L1_RULE_BASED_DECISIONS']",1,2,0,0.3333333333333333,1.0,0.5
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
engine_maintenance_policy,Level 4: Organizational Influences,46%,"L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_VIBRATION, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_MONETARY_RESOURCES, L4_POLICIES",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_MONETARY_RESOURCES', 'L4_POLICIES']",4,2,0,0.6666666666666666,1.0,0.8
hydraulic_failure,Level 3: Unsafe Supervision,40%,"L1_RULE_BASED_DECISIONS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L1_MISJUDGMENTS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_PROCEDURES_PROCESS', 'L2_EQUIPMENT_AND_CONTROLS']",2,2,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
flap_jam,Level 3: Unsafe Supervision,38%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,2,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
supervisory_decision_error,Level 3: Unsafe Supervision,53%,"L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,1,0,0.6666666666666666,1.0,0.8
skill_based_error,Level 3: Unsafe Supervision,57%,"L1_ATTENTION_FAILURES, L1_TECHNIQUE_ERRORS, L2_DISTRACTION, L3_FAILURE_TO_PROVIDE_OVERSIGHT, L3_FAILURE_TO_CORRECT_INAPPROPRIATE_BEHAVIOR",,"['L1_TECHNIQUE_ERRORS', 'L2_DISTRACTION', 'L3_FAILURE_TO_PROVIDE_OVERSIGHT']",3,2,0,0.6,1.0,0.7499999999999999
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
organizational_training_flaw,Level 2: Preconditions for Unsafe Acts,53%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L2_MENTAL_FATIGUE, L2_WEATHER, L2_INTERFACES_AND_DISPLAYS, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,5,0,0.375,1.0,0.5454545454545454
organizational_training_flaw,Level 1: Unsafe Acts,40%,"L1_RULE_BASED_DECISIONS, L1_ILL_STRUCTURED_DECISIONS, L2_CONFUSION, L2_INADEQUATE_PREPARATION_SKILL, L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING",,"['L1_CHOICE_DECISIONS', 'L2_CONFUSION', 'L3_FAILURE_TO_ADMINISTER_PROPER_TRAINING', 'L2_INADEQUATE_PREPARATION_SKILL']",3,2,0,0.6,1.0,0.7499999999999999
hydraulic_failure,Level 3: Unsafe Supervision,40%,"L1_RULE_BASED_DECISIONS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L1_MISJUDGMENTS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_PROCEDURES_PROCESS', 'L2_EQUIPMENT_AND_CONTROLS']",2,2,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
mechanical_asymmetry,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,0,0,1.0,1.0,1.0
supervisory_decision_error,Level 3: Unsafe Supervision,63%,"L1_FAILED_TO_COMPLY_MANUALS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILED_TO_ENFORCE_THE_RULES",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,2,0,0.5,1.0,0.6666666666666666
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
supervisory_decision_error,Level 3: Unsafe Supervision,37%,"L1_FAILED_TO_COMPLY_MANUALS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_POLICIES']",2,2,0,0.5,1.0,0.6666666666666666
hydraulic_failure,Level 3: Unsafe Supervision,56%,"L1_RULE_BASED_DECISIONS, L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_MISJUDGMENTS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_PROCEDURES_PROCESS', 'L2_EQUIPMENT_AND_CONTROLS']",2,1,0,0.6666666666666666,1.0,0.8
mechanical_asymmetry,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,0,0,1.0,1.0,1.0
flap_jam,Level 3: Unsafe Supervision,29%,"L1_MISJUDGMENTS, L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_TASK_PROCEDURE_DESIGN, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_OPERATIONS_PROCESS",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,4,0,0.3333333333333333,1.0,0.5
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
fatigue_perception_error,Level 3: Unsafe Supervision,48%,"L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_MENTAL_FATIGUE, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_TECHNIQUE_ERRORS', 'L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD']",2,2,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
fatigue_perception_error,Level 3: Unsafe Supervision,48%,"L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_MENTAL_FATIGUE, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_TECHNIQUE_ERRORS', 'L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD']",2,2,0,0.5,1.0,0.6666666666666666
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
normal_flight,No Fault,100%,NONE,,[],0,1,0,0.0,0.0,0.0
fatigue_perception_error,Level 3: Unsafe Supervision,48%,"L1_ATTENTION_FAILURES, L2_EQUIPMENT_AND_CONTROLS, L2_MENTAL_FATIGUE, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L1_TECHNIQUE_ERRORS', 'L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD']",2,2,0,0.5,1.0,0.6666666666666666
sensor_failure,Level 3: Unsafe Supervision,71%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_AUTOMATION_RELIABILITY', 'L2_INTERFACES_AND_DISPLAYS']",1,1,0,0.5,1.0,0.6666666666666666
engine_maintenance_policy,Level 4: Organizational Influences,40%,"L1_ATTENTION_FAILURES, L1_MISJUDGMENTS, L2_EQUIPMENT_AND_CONTROLS, L2_VIBRATION, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L4_MONETARY_RESOURCES, L4_POLICIES",,"['L2_EQUIPMENT_AND_CONTROLS', 'L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L4_MONETARY_RESOURCES', 'L4_POLICIES']",4,3,0,0.5714285714285714,1.0,0.7272727272727273
flap_jam,Level 3: Unsafe Supervision,81%,"L2_EQUIPMENT_AND_CONTROLS, L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD, L3_FAILURE_TO_PROVIDE_OVERSIGHT",,"['L3_FAILURE_TO_CORRECT_A_SAFETY_HAZARD', 'L2_EQUIPMENT_AND_CONTROLS']",2,1,0,0.6666666666666666,1.0,0.8
